Method,Name,Error,Occurrences 
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fc6d87b2-6206-4db1-868f-10d6f3583148""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_dbae2959-cef7-4eff-93b5-8e509561863a""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5bbcbd6c-e53f-44a5-88cb-d68b80e43aa4""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f9040b7d-af11-4887-ae1b-50783fb2332d""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c2704492-2696-448c-a9c9-08c6720b07d2""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_135139f9-a061-4f02-874f-dec37b3e85b8""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c45f5c62-3957-4168-bbb1-9cd48219c145""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5934b8a9-bc03-4012-b116-b4b8c4358656""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f6732930-b586-4b53-b12d-5aa127b54171""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d90266d9-a33c-4c31-98f4-183b1f92ae8c""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8515dc7c-cfed-41de-8f76-c50bd17dc92d""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_88bb82c7-7cf7-43e1-80a9-66045dcaee21""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cf9be9ab-0209-4c5d-882f-884d347855e6""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2a9cb9d3-c200-4611-b88a-3c23e6d4c901""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_268c437f-7a7c-4512-8680-ebce50d60deb""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_047c9443-a575-4f6d-ad79-00c9d1e6ace1""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f234a586-eecf-4e0f-b1a2-12a068e7f868""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_dd4b6e0d-6da0-4b18-9190-be95679da512""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3dbe4c4a-c0f7-4c0f-a77c-8ac083eb54c0""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_738bfe94-a94d-44cd-a36c-9c2dd9a54b82""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c18cde41-1155-4eb8-afbd-a084b4d24751""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c8a44557-80c7-494f-89f1-099775c530e3""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c146f11e-f4d8-477e-b17a-18e959e1e75b""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1e53331e-1ff6-4d53-8fb5-b44a795139de""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_899b791c-c6b7-454e-8479-ca67a5ebfad6""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c4f863e4-364b-4036-b640-dd1609767e2f""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fd496ce4-39f8-4bf6-b9da-17b335a28e9a""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0e41f8d2-1648-4eee-a070-bdba179b1703""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e8cff6a2-59c4-4091-8516-8bd1a3df4157""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f22b7d02-3317-460e-b232-be44e3810599""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3c138998-cd76-4664-9170-1b69e33abaa6""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e8c007a1-7466-4d06-9b61-e078ba77713c""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_67d1c182-ded1-4143-8bd6-57d78464e651""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2756e5ff-a2bb-4dee-b64c-b90ba58e041f""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_71e0f5f3-5834-4df9-980d-b59d03d61bd6""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_27051a85-ff2d-42ca-9712-c51d35f9f8ec""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a3df810c-00e9-4b3f-9255-44b26c1de9b4""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f8aaa133-4312-4d8f-9c7e-f71c41688394""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a7d74e45-daa7-4c1c-aca3-2ec7ab254884""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_08bc846d-2d7a-498c-b16b-69d98361792f""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_44979a71-c349-45b0-83f9-93c95dc18d9f""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a91bbb06-2f0a-43ea-bead-31d0e8d05fd8""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b2bdd240-c95d-4908-bf9c-eb1b08691f0d""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1ab016e2-f8e7-46a6-aaae-32cf3b31db7e""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_6d233e82-2b0c-4b59-a41b-3fa106f69b24""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_571b043d-2cb7-417f-8d99-5b24fd3e4458""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c21ef957-ae5d-4d24-8f50-78810631cefd""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8e003719-7c45-41b4-8c46-b5b6b6e81068""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_567dda14-988f-4fea-a6eb-9a75726db882""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4f467a2b-124c-4e81-aaeb-ffe2602a61cc""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1e64e5bc-5647-44dc-8e0b-0fafcc24842b""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_239d4207-f219-46df-87cf-93cdc60d212f""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8b923790-5ae3-45ae-8273-ccb27bcecc88""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_04f65e72-f6ba-4715-aed9-12feadda85d2""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7de7306a-2a44-4f6a-8c7c-9e7be6cdaa46""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e7ebbb8b-8c44-44e3-ba4c-e34b981b465c""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f0b0696c-29b8-4c17-8afb-23746f821fcc""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2baf6696-13c2-4c8b-b0d2-d2af70acd95e""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ca9a8a57-9345-4dde-af8a-c80a72fbbd5e""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0d8ff9a5-3d65-4feb-bc40-629e5ae9dbe8""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2d6dd0c2-6eb4-4042-b35b-cabed8ed5d01""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_73b95cac-f84d-402e-b39d-553501b72117""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3922b2da-6ca4-48b7-a56d-ca49b45c6135""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bce7c4ec-ae6e-43ff-87fe-e92f5880aa02""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c7a54d76-1900-4e7a-aa21-8280327fb148""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_68811240-e116-4e67-b344-35f3d8d2605a""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fb7f8aa9-d796-4834-8cd6-77efb430c255""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a5f72691-ef6b-44e5-b61c-dae5db028eaa""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d28e937e-cad0-4cbe-8a17-d90c9a5007e3""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_01c030cf-1f02-4b4b-ae23-c3bc98d7adca""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b0350cb7-d83d-4fee-9062-5a67e15be4e4""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ecc5c692-7bab-466f-b263-cd80832429d2""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5de9b99f-6adc-46e3-ba1b-b02ea084aa7c""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b5a2ad42-1de2-4ccb-b08e-f1a04daf7836""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_487977a2-640d-45d0-a1b6-e19e40a5d278""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_39056172-573c-4cf3-b6ae-2d03473ffe4a""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b15c8479-d29d-4ec8-aa22-f244d71ba980""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4e41dc95-6340-4b4b-a8e1-a255dfedf6d6""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8a53bbba-f1bf-416d-b26f-c8ca42c96a18""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_72ced0ef-cbb5-4d0e-a6c4-5f84e6118bf2""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b525219d-c2e0-4ce0-8116-9d59095b3150""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cce6b395-09e0-4a47-85c1-8b4ed1a48040""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ae503ed3-8d83-4a30-b1c2-c95a90e06e16""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_58e0abe5-6350-4f16-b00a-b85911ff0f06""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_10feeded-cf43-4b81-bb56-7edcb093c815""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_15fc9668-9362-4c6b-97bf-1352091b7b76""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5d72a615-4b00-4193-9bb5-8d036660d742""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_6fa4b168-a5c2-4ade-bf66-f35d0d2782be""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5f75d612-a78a-45d8-a4b3-172896e65bec""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_78e43a5a-e710-43bc-b750-76d869c2df43""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_da711c54-2c3a-409f-b2bf-06376364d5b6""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5da81ea7-bda7-4b70-b1c5-9212ee75c421""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a1b3bdf9-c2f3-4163-b6e0-3a8fdd90f40c""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9722cd22-aab1-4119-9830-168a805c0fe8""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c6f9d96b-58ff-46ed-8355-66251ff614f4""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_13f5667d-a346-4e8b-abc3-da256cd04143""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_220f1e93-2dca-4095-82ac-6fc63f35df2e""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7e20294d-2a4d-42c5-9cff-97708e038156""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1ec57809-745e-4cf8-a183-dd675ec6f0f7""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d028bbb7-4d9d-4b1a-9d05-991c08c1f2da""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0ab783d8-195d-42dc-9c26-75b2b92b9ad1""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_33fa32fe-01e5-4e9e-bbe1-dc6b690b684c""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f0aba018-2650-459c-bde2-d3458b2a3022""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_844353c3-0813-4470-a0b8-28ab052212c4""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_db9f366f-6de0-43d0-a0f0-98fcfd9c451c""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_76c25cc5-f68e-482a-9e08-e79a5b5f8310""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_00307537-594d-4b60-9f61-fc581f33ac6a""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_58a17143-b5c8-4969-81bb-064270c87282""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c617e82f-5162-4728-a90d-430b4eeb5d9c""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_894eba9d-6792-4de9-905e-8272723fe4d5""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a033d296-5806-4773-9b80-ac0acd3377e5""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a15a82c4-5256-40f0-998b-8c6f5c0e0433""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1c3753b1-47f3-42fc-9ae6-261f2f89bb9c""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d9a10a41-2f92-47b4-8c3a-5ad93897d5fc""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f94404e7-979b-4802-9516-c8b67bee1544""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3d88ae0b-e32e-499a-8717-9384e76cc04b""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1fc5b58e-2246-4b50-b138-f6825b868dbe""}}')",1
